[Header]
Data File Name	C:\GCMSsolution\Data\Betty_Hong\181026\181026_mango_N3_split2.qgd
Output Date	10/26/2018
Output Time	7:44:16 PM

[File Information]
Type	Data File
Generated	10/26/2018 5:23:39 PM
Generated by	Admin
Modified	10/26/2018 5:40:26 PM
Modified by	Admin

[Sample Information]
Operator Name	Admin
Analyzed	10/26/2018 5:24:26 PM
Type	Unknown
Level	1
Sample Name	181026_mango_N3_split2
Sample ID	
ISTD Amount 1	1
ISTD Amount 2	1
ISTD Amount 3	1
ISTD Amount 4	1
ISTD Amount 5	1
ISTD Amount 6	1
ISTD Amount 7	1
ISTD Amount 8	1
ISTD Amount 9	1
ISTD Amount 10	1
ISTD Amount 11	1
ISTD Amount 12	1
ISTD Amount 13	1
ISTD Amount 14	1
ISTD Amount 15	1
ISTD Amount 16	1
ISTD Amount 17	1
ISTD Amount 18	1
ISTD Amount 19	1
ISTD Amount 20	1
ISTD Amount 21	1
ISTD Amount 22	1
ISTD Amount 23	1
ISTD Amount 24	1
ISTD Amount 25	1
ISTD Amount 26	1
ISTD Amount 27	1
ISTD Amount 28	1
ISTD Amount 29	1
ISTD Amount 30	1
ISTD Amount 31	1
ISTD Amount 32	1
Sample Amount	1
Dilution Factor	1
Vial#	-1
Injection Volume	1
Injection Count	1
Bar Code	

[Original Files]
Data File	C:\GCMSsolution\Data\Betty_Hong\181026\181026_mango_N3_split2.qgd
Method File	C:\GCMSsolution\Data\Betty_Hong\SPME_Headspace_Split2_180717.qgm
Batch File	
Report Format File	
Tuning File	C:\GCMSsolution\System\Tune1\20181017.qgt

[File Description]


[MS Chromatogram]
m/z	1-1 TIC
Event Time(msec)	200
# of Points	4500
Start Time(min)	1.000
End Time(min)	15.997
Ret.Time	Absolute Intensity	Relative Intensity
8.000	792103	1.17
8.003	805097	1.19
8.007	820019	1.21
8.010	838359	1.24
8.013	864626	1.28
8.017	895029	1.33
8.020	924651	1.37
8.023	954915	1.41
8.027	982181	1.45
8.030	1003101	1.49
8.033	1021209	1.51
8.037	1034938	1.53
8.040	1040932	1.54
8.043	1036347	1.53
8.047	1015713	1.50
8.050	982376	1.45
8.053	946296	1.40
8.057	911783	1.35
8.060	878890	1.30
8.063	853034	1.26
8.067	836916	1.24
8.070	824622	1.22
8.073	812591	1.20
8.077	803828	1.19
8.080	798751	1.18
8.083	793955	1.18
8.087	786124	1.16
8.090	776705	1.15
8.093	771856	1.14
8.097	768837	1.14
8.100	762339	1.13
8.103	757792	1.12
8.107	756778	1.12
8.110	756960	1.12
8.113	757540	1.12
8.117	755822	1.12
8.120	753711	1.12
8.123	753669	1.12
8.127	752122	1.11
8.130	747501	1.11
8.133	745202	1.10
8.137	746226	1.11
8.140	747415	1.11
8.143	747420	1.11
8.147	746953	1.11
8.150	745730	1.10
8.153	742858	1.10
8.157	742166	1.10
8.160	744236	1.10
8.163	745299	1.10
8.167	743582	1.10
8.170	742529	1.10
8.173	742367	1.10
8.177	742199	1.10
8.180	741670	1.10
8.183	741591	1.10
8.187	742072	1.10
8.190	742304	1.10
8.193	742646	1.10
8.197	742512	1.10
8.200	741601	1.10
8.203	739807	1.10
8.207	739877	1.10
8.210	742474	1.10
8.213	743399	1.10
8.217	741799	1.10
8.220	741636	1.10
8.223	743555	1.10
8.227	747903	1.11
8.230	751645	1.11
8.233	752362	1.11
8.237	756272	1.12
8.240	758705	1.12
8.243	758703	1.12
8.247	758756	1.12
8.250	758738	1.12
8.253	758682	1.12
8.257	758629	1.12
8.260	761301	1.13
8.263	770965	1.14
8.267	785737	1.16
8.270	801991	1.19
8.273	815378	1.21
8.277	824839	1.22
8.280	827491	1.23
8.283	823304	1.22
8.287	816673	1.21
8.290	807650	1.20
8.293	798211	1.18
8.297	791429	1.17
8.300	787401	1.17
8.303	785988	1.16
8.307	785492	1.16
8.310	785375	1.16
8.313	787822	1.17
8.317	788247	1.17
8.320	785159	1.16
8.323	779070	1.15
8.327	773864	1.15
8.330	770993	1.14
8.333	767381	1.14
8.337	762876	1.13
8.340	758695	1.12
8.343	754650	1.12
8.347	751574	1.11
8.350	751651	1.11
8.353	754598	1.12
8.357	756431	1.12
8.360	758400	1.12
8.363	759394	1.12
8.367	763910	1.13
8.370	772293	1.14
8.373	780931	1.16
8.377	792890	1.17
8.380	814558	1.21
8.383	841993	1.25
8.387	876849	1.30
8.390	924739	1.37
8.393	977428	1.45
8.397	1023490	1.52
8.400	1063582	1.58
8.403	1098033	1.63
8.407	1131114	1.68
8.410	1166144	1.73
8.413	1200926	1.78
8.417	1231985	1.82
8.420	1256102	1.86
8.423	1271529	1.88
8.427	1268897	1.88
8.430	1242170	1.84
8.433	1201737	1.78
8.437	1157885	1.71
8.440	1111578	1.65
8.443	1063854	1.58
8.447	1023204	1.52
8.450	994187	1.47
8.453	972539	1.44
8.457	952195	1.41
8.460	938305	1.39
8.463	929015	1.38
8.467	918857	1.36
8.470	908181	1.35
8.473	897826	1.33
8.477	890551	1.32
8.480	881662	1.31
8.483	870620	1.29
8.487	863042	1.28
8.490	857698	1.27
8.493	852266	1.26
8.497	848111	1.26
8.500	840310	1.24
8.503	827928	1.23
8.507	817311	1.21
8.510	809119	1.20
8.513	802338	1.19
8.517	796268	1.18
8.520	790421	1.17
8.523	789507	1.17
8.527	791102	1.17
8.530	793449	1.18
8.533	798734	1.18
8.537	814261	1.21
8.540	851941	1.26
8.543	923540	1.37
8.547	1039259	1.54
8.550	1203112	1.78
8.553	1401244	2.08
8.557	1597578	2.37
8.560	1755534	2.60
8.563	1850657	2.74
8.567	1855965	2.75
8.570	1755004	2.60
8.573	1572920	2.33
8.577	1370467	2.03
8.580	1193013	1.77
8.583	1054963	1.56
8.587	953735	1.41
8.590	886542	1.31
8.593	847906	1.26
8.597	826911	1.22
8.600	814506	1.21
8.603	805965	1.19
8.607	799025	1.18
8.610	794869	1.18
8.613	790990	1.17
8.617	787137	1.17
8.620	783124	1.16
8.623	782434	1.16
8.627	782772	1.16
8.630	782279	1.16
8.633	779451	1.15
8.637	774859	1.15
8.640	772670	1.14
8.643	776640	1.15
8.647	784438	1.16
8.650	798984	1.18
8.653	824562	1.22
8.657	867102	1.28
8.660	939251	1.39
8.663	1050450	1.56
8.667	1191906	1.77
8.670	1354328	2.01
8.673	1517258	2.25
8.677	1631524	2.42
8.680	1662117	2.46
8.683	1622460	2.40
8.687	1540971	2.28
8.690	1429542	2.12
8.693	1309667	1.94
8.697	1204710	1.78
8.700	1121658	1.66
8.703	1063804	1.58
8.707	1024323	1.52
8.710	993264	1.47
8.713	967818	1.43
8.717	943134	1.40
8.720	915382	1.36
8.723	888359	1.32
8.727	863905	1.28
8.730	844406	1.25
8.733	829024	1.23
8.737	817905	1.21
8.740	816237	1.21
8.743	825725	1.22
8.747	845409	1.25
8.750	873295	1.29
8.753	900447	1.33
8.757	921782	1.37
8.760	933620	1.38
8.763	935329	1.39
8.767	924317	1.37
8.770	903815	1.34
8.773	882169	1.31
8.777	863906	1.28
8.780	853725	1.26
8.783	855769	1.27
8.787	874477	1.30
8.790	913197	1.35
8.793	966651	1.43
8.797	1032254	1.53
8.800	1105573	1.64
8.803	1168502	1.73
8.807	1205150	1.78
8.810	1205509	1.79
8.813	1172297	1.74
8.817	1121897	1.66
8.820	1071442	1.59
8.823	1026013	1.52
8.827	988925	1.46
8.830	960652	1.42
8.833	939100	1.39
8.837	919250	1.36
8.840	900376	1.33
8.843	882295	1.31
8.847	860098	1.27
8.850	839270	1.24
8.853	825867	1.22
8.857	814179	1.21
8.860	804345	1.19
8.863	799994	1.18
8.867	798861	1.18
8.870	796332	1.18
8.873	793091	1.17
8.877	791146	1.17
8.880	787741	1.17
8.883	785778	1.16
8.887	786067	1.16
8.890	786164	1.16
8.893	786227	1.16
8.897	789098	1.17
8.900	791213	1.17
8.903	799269	1.18
8.907	823041	1.22
8.910	864438	1.28
8.913	924455	1.37
8.917	1000456	1.48
8.920	1078554	1.60
8.923	1145527	1.70
8.927	1185670	1.76
8.930	1188588	1.76
8.933	1161737	1.72
8.937	1123007	1.66
8.940	1081505	1.60
8.943	1038351	1.54
8.947	998278	1.48
8.950	968032	1.43
8.953	949505	1.41
8.957	939246	1.39
8.960	931978	1.38
8.963	923815	1.37
8.967	914132	1.35
8.970	907219	1.34
8.973	900743	1.33
8.977	892940	1.32
8.980	884586	1.31
8.983	875249	1.30
8.987	864853	1.28
8.990	854190	1.27
8.993	842982	1.25
8.997	833032	1.23
9.000	824842	1.22
9.003	816629	1.21
9.007	809159	1.20
9.010	808762	1.20
9.013	812047	1.20
9.017	816931	1.21
9.020	828138	1.23
9.023	855884	1.27
9.027	909435	1.35
9.030	994444	1.47
9.033	1109789	1.64
9.037	1246993	1.85
9.040	1380427	2.04
9.043	1481377	2.19
9.047	1541719	2.28
9.050	1564236	2.32
9.053	1551373	2.30
9.057	1511304	2.24
9.060	1453041	2.15
9.063	1381588	2.05
9.067	1308902	1.94
9.070	1254666	1.86
9.073	1238464	1.83
9.077	1316745	1.95
9.080	1630149	2.41
9.083	2424424	3.59
9.087	4050916	6.00
9.090	6828411	10.11
9.093	10744008	15.91
9.097	15472658	22.92
9.100	20596059	30.50
9.103	25609014	37.93
9.107	30035818	44.48
9.110	33370190	49.42
9.113	35057732	51.92
9.117	34727052	51.43
9.120	32258951	47.78
9.123	27823065	41.21
9.127	22046128	32.65
9.130	16181973	23.97
9.133	11432296	16.93
9.137	8079423	11.97
9.140	5912765	8.76
9.143	4601811	6.82
9.147	3722272	5.51
9.150	3040602	4.50
9.153	2484072	3.68
9.157	2026928	3.00
9.160	1653054	2.45
9.163	1350268	2.00
9.167	1126107	1.67
9.170	975657	1.44
9.173	883057	1.31
9.177	830244	1.23
9.180	803652	1.19
9.183	792712	1.17
9.187	786817	1.17
9.190	781876	1.16
9.193	778302	1.15
9.197	776536	1.15
9.200	774229	1.15
9.203	772856	1.14
9.207	772855	1.14
9.210	774105	1.15
9.213	776889	1.15
9.217	780056	1.16
9.220	786437	1.16
9.223	803790	1.19
9.227	842766	1.25
9.230	906043	1.34
9.233	991877	1.47
9.237	1096246	1.62
9.240	1211006	1.79
9.243	1312286	1.94
9.247	1371396	2.03
9.250	1380379	2.04
9.253	1356867	2.01
9.257	1320113	1.96
9.260	1295185	1.92
9.263	1313070	1.94
9.267	1386937	2.05
9.270	1504448	2.23
9.273	1641789	2.43
9.277	1761665	2.61
9.280	1844653	2.73
9.283	1886718	2.79
9.287	1864647	2.76
9.290	1780477	2.64
9.293	1671007	2.47
9.297	1557201	2.31
9.300	1457433	2.16
9.303	1373371	2.03
9.307	1294837	1.92
9.310	1224458	1.81
9.313	1162059	1.72
9.317	1095184	1.62
9.320	1023076	1.52
9.323	956932	1.42
9.327	898241	1.33
9.330	848393	1.26
9.333	811970	1.20
9.337	792035	1.17
9.340	785358	1.16
9.343	783424	1.16
9.347	785703	1.16
9.350	794888	1.18
9.353	816285	1.21
9.357	861644	1.28
9.360	941266	1.39
9.363	1076516	1.59
9.367	1297450	1.92
9.370	1618298	2.40
9.373	2017921	2.99
9.377	2427003	3.59
9.380	2775987	4.11
9.383	3036532	4.50
9.387	3179856	4.71
9.390	3140829	4.65
9.393	2932694	4.34
9.397	2653173	3.93
9.400	2385686	3.53
9.403	2164125	3.21
9.407	1980564	2.93
9.410	1821849	2.70
9.413	1676353	2.48
9.417	1522310	2.25
9.420	1356391	2.01
9.423	1204454	1.78
9.427	1075667	1.59
9.430	967741	1.43
9.433	888956	1.32
9.437	838459	1.24
9.440	808878	1.20
9.443	797948	1.18
9.447	808875	1.20
9.450	854530	1.27
9.453	949526	1.41
9.457	1110070	1.64
9.460	1356167	2.01
9.463	1690704	2.50
9.467	2066782	3.06
9.470	2415056	3.58
9.473	2661820	3.94
9.477	2737496	4.05
9.480	2653827	3.93
9.483	2462077	3.65
9.487	2197191	3.25
9.490	1930813	2.86
9.493	1721759	2.55
9.497	1579577	2.34
9.500	1492498	2.21
9.503	1436556	2.13
9.507	1398949	2.07
9.510	1380081	2.04
9.513	1375354	2.04
9.517	1377008	2.04
9.520	1374151	2.04
9.523	1355804	2.01
9.527	1316709	1.95
9.530	1252505	1.85
9.533	1169213	1.73
9.537	1082309	1.60
9.540	1003573	1.49
9.543	938363	1.39
9.547	892090	1.32
9.550	862005	1.28
9.553	840036	1.24
9.557	819945	1.21
9.560	804565	1.19
9.563	798047	1.18
9.567	792573	1.17
9.570	786164	1.16
9.573	784491	1.16
9.577	782481	1.16
9.580	780417	1.16
9.583	778913	1.15
9.587	775032	1.15
9.590	771300	1.14
9.593	769733	1.14
9.597	769240	1.14
9.600	769260	1.14
9.603	769373	1.14
9.607	768984	1.14
9.610	767665	1.14
9.613	766296	1.13
9.617	765553	1.13
9.620	765292	1.13
9.623	763799	1.13
9.627	763275	1.13
9.630	765360	1.13
9.633	766482	1.14
9.637	766456	1.14
9.640	766218	1.13
9.643	766256	1.13
9.647	766117	1.13
9.650	763930	1.13
9.653	761812	1.13
9.657	763046	1.13
9.660	768110	1.14
9.663	773587	1.15
9.667	778414	1.15
9.670	785026	1.16
9.673	794653	1.18
9.677	803763	1.19
9.680	807910	1.20
9.683	807235	1.20
9.687	800983	1.19
9.690	792592	1.17
9.693	788710	1.17
9.697	789074	1.17
9.700	789130	1.17
9.703	788011	1.17
9.707	784965	1.16
9.710	780991	1.16
9.713	780857	1.16
9.717	780902	1.16
9.720	780871	1.16
9.723	782737	1.16
9.727	786671	1.17
9.730	791239	1.17
9.733	791353	1.17
9.737	788240	1.17
9.740	787008	1.17
9.743	783474	1.16
9.747	777381	1.15
9.750	773893	1.15
9.753	772923	1.14
9.757	769501	1.14
9.760	766155	1.13
9.763	761319	1.13
9.767	757212	1.12
9.770	757276	1.12
9.773	758155	1.12
9.777	757011	1.12
9.780	755052	1.12
9.783	753952	1.12
9.787	755960	1.12
9.790	758898	1.12
9.793	758680	1.12
9.797	757077	1.12
9.800	757007	1.12
9.803	757030	1.12
9.807	756352	1.12
9.810	757204	1.12
9.813	768478	1.14
9.817	791107	1.17
9.820	828959	1.23
9.823	900045	1.33
9.827	1020928	1.51
9.830	1196183	1.77
9.833	1413853	2.09
9.837	1641517	2.43
9.840	1839455	2.72
9.843	1977221	2.93
9.847	2039394	3.02
9.850	2015352	2.98
9.853	1909953	2.83
9.857	1746836	2.59
9.860	1556840	2.31
9.863	1377843	2.04
9.867	1225841	1.82
9.870	1101430	1.63
9.873	1003914	1.49
9.877	928093	1.37
9.880	870605	1.29
9.883	828986	1.23
9.887	804640	1.19
9.890	791990	1.17
9.893	782677	1.16
9.897	775625	1.15
9.900	771296	1.14
9.903	767531	1.14
9.907	764694	1.13
9.910	762324	1.13
9.913	760103	1.13
9.917	759481	1.12
9.920	759709	1.13
9.923	760128	1.13
9.927	759668	1.13
9.930	761732	1.13
9.933	764722	1.13
9.937	766007	1.13
9.940	771261	1.14
9.943	783084	1.16
9.947	801111	1.19
9.950	821587	1.22
9.953	841891	1.25
9.957	859387	1.27
9.960	871790	1.29
9.963	878119	1.30
9.967	881440	1.31
9.970	881450	1.31
9.973	875324	1.30
9.977	864559	1.28
9.980	849520	1.26
9.983	831090	1.23
9.987	812646	1.20
9.990	798947	1.18
9.993	787429	1.17
9.997	775891	1.15
10.000	767908	1.14
10.003	764222	1.13
10.007	761729	1.13
10.010	759714	1.13
10.013	757400	1.12
10.017	754979	1.12
10.020	754639	1.12
10.023	754369	1.12
10.027	754572	1.12
10.030	752873	1.12
10.033	751188	1.11
10.037	752892	1.12
10.040	753161	1.12
10.043	750935	1.11
10.047	750272	1.11
10.050	750579	1.11
10.053	750272	1.11
10.057	750164	1.11
10.060	752454	1.11
10.063	753173	1.12
10.067	752635	1.11
10.070	753358	1.12
10.073	752394	1.11
10.077	749788	1.11
10.080	750319	1.11
10.083	752913	1.12
10.087	754792	1.12
10.090	757621	1.12
10.093	762308	1.13
10.097	766394	1.14
10.100	764088	1.13
10.103	759820	1.13
10.107	757891	1.12
10.110	760680	1.13
10.113	761645	1.13
10.117	760379	1.13
10.120	761616	1.13
10.123	764151	1.13
10.127	764108	1.13
10.130	764153	1.13
10.133	766531	1.14
10.137	766851	1.14
10.140	768532	1.14
10.143	772301	1.14
10.147	773993	1.15
10.150	774878	1.15
10.153	774934	1.15
10.157	771465	1.14
10.160	768588	1.14
10.163	767123	1.14
10.167	762060	1.13
10.170	755950	1.12
10.173	752922	1.12
10.177	755056	1.12
10.180	756124	1.12
10.183	753774	1.12
10.187	751535	1.11
10.190	750238	1.11
10.193	751381	1.11
10.197	753884	1.12
10.200	755629	1.12
10.203	755485	1.12
10.207	754953	1.12
10.210	756791	1.12
10.213	761075	1.13
10.217	761604	1.13
10.220	760485	1.13
10.223	757232	1.12
10.227	753366	1.12
10.230	752248	1.11
10.233	752729	1.11
10.237	751915	1.11
10.240	750380	1.11
10.243	749500	1.11
10.247	749556	1.11
10.250	749125	1.11
10.253	748705	1.11
10.257	748519	1.11
10.260	748171	1.11
10.263	748402	1.11
10.267	747437	1.11
10.270	745397	1.10
10.273	745342	1.10
10.277	746984	1.11
10.280	749105	1.11
10.283	749627	1.11
10.287	748885	1.11
10.290	748326	1.11
10.293	748541	1.11
10.297	748505	1.11
10.300	749071	1.11
10.303	748905	1.11
10.307	746961	1.11
10.310	745998	1.10
10.313	745602	1.10
10.317	745354	1.10
10.320	745215	1.10
10.323	742366	1.10
10.327	740130	1.10
10.330	741760	1.10
10.333	746248	1.11
10.337	749155	1.11
10.340	751325	1.11
10.343	753865	1.12
10.347	760820	1.13
10.350	774020	1.15
10.353	789239	1.17
10.357	805549	1.19
10.360	827390	1.23
10.363	854449	1.27
10.367	885150	1.31
10.370	917114	1.36
10.373	949406	1.41
10.377	980990	1.45
10.380	1008628	1.49
10.383	1028974	1.52
10.387	1035686	1.53
10.390	1027565	1.52
10.393	1003478	1.49
10.397	966937	1.43
10.400	924179	1.37
10.403	880937	1.30
10.407	843415	1.25
10.410	810199	1.20
10.413	785717	1.16
10.417	773460	1.15
10.420	764762	1.13
10.423	757452	1.12
10.427	751878	1.11
10.430	751549	1.11
10.433	754065	1.12
10.437	757514	1.12
10.440	763630	1.13
10.443	775533	1.15
10.447	797450	1.18
10.450	837853	1.24
10.453	903752	1.34
10.457	987521	1.46
10.460	1078417	1.60
10.463	1157966	1.71
10.467	1210141	1.79
10.470	1223326	1.81
10.473	1192257	1.77
10.477	1127189	1.67
10.480	1048220	1.55
10.483	973657	1.44
10.487	915243	1.36
10.490	875172	1.30
10.493	847576	1.26
10.497	827474	1.23
10.500	813240	1.20
10.503	801468	1.19
10.507	790712	1.17
10.510	784118	1.16
10.513	781112	1.16
10.517	778841	1.15
10.520	778870	1.15
10.523	788636	1.17
10.527	812647	1.20
10.530	853194	1.26
10.533	915339	1.36
10.537	996937	1.48
10.540	1085694	1.61
10.543	1162652	1.72
10.547	1218791	1.81
10.550	1252202	1.85
10.553	1255608	1.86
10.557	1223724	1.81
10.560	1165797	1.73
10.563	1096785	1.62
10.567	1026291	1.52
10.570	955840	1.42
10.573	891245	1.32
10.577	839816	1.24
10.580	804286	1.19
10.583	780947	1.16
10.587	768683	1.14
10.590	762858	1.13
10.593	760479	1.13
10.597	765202	1.13
10.600	775518	1.15
10.603	785968	1.16
10.607	794129	1.18
10.610	799749	1.18
10.613	804300	1.19
10.617	809003	1.20
10.620	810461	1.20
10.623	808796	1.20
10.627	803939	1.19
10.630	797098	1.18
10.633	791635	1.17
10.637	786264	1.16
10.640	779774	1.15
10.643	773090	1.14
10.647	768681	1.14
10.650	764516	1.13
10.653	758455	1.12
10.657	753671	1.12
10.660	751665	1.11
10.663	750710	1.11
10.667	750530	1.11
10.670	751109	1.11
10.673	750683	1.11
10.677	750848	1.11
10.680	751395	1.11
10.683	752898	1.12
10.687	756758	1.12
10.690	765319	1.13
10.693	784240	1.16
10.697	820480	1.22
10.700	877724	1.30
10.703	954670	1.41
10.707	1040524	1.54
10.710	1124980	1.67
10.713	1195311	1.77
10.717	1236995	1.83
10.720	1237680	1.83
10.723	1202436	1.78
10.727	1143598	1.69
10.730	1063380	1.57
10.733	972126	1.44
10.737	894161	1.32
10.740	838370	1.24
10.743	801991	1.19
10.747	779992	1.16
10.750	766174	1.13
10.753	759045	1.12
10.757	756384	1.12
10.760	756080	1.12
10.763	755779	1.12
10.767	755828	1.12
10.770	755601	1.12
10.773	755664	1.12
10.777	759143	1.12
10.780	762468	1.13
10.783	761437	1.13
10.787	756500	1.12
10.790	755725	1.12
10.793	753200	1.12
10.797	749892	1.11
10.800	748154	1.11
10.803	743811	1.10
10.807	743622	1.10
10.810	745898	1.10
10.813	743498	1.10
10.817	739336	1.09
10.820	738725	1.09
10.823	741959	1.10
10.827	743918	1.10
10.830	742064	1.10
10.833	739272	1.09
10.837	739260	1.09
10.840	742095	1.10
10.843	746639	1.11
10.847	747913	1.11
10.850	746607	1.11
10.853	747006	1.11
10.857	748117	1.11
10.860	749455	1.11
10.863	750687	1.11
10.867	749739	1.11
10.870	748852	1.11
10.873	750380	1.11
10.877	748500	1.11
10.880	746776	1.11
10.883	748001	1.11
10.887	748598	1.11
10.890	750606	1.11
10.893	762778	1.13
10.897	791307	1.17
10.900	843625	1.25
10.903	930215	1.38
10.907	1054587	1.56
10.910	1214906	1.80
10.913	1393127	2.06
10.917	1550542	2.30
10.920	1667329	2.47
10.923	1725264	2.56
10.927	1693105	2.51
10.930	1578759	2.34
10.933	1429365	2.12
10.937	1284368	1.90
10.940	1161954	1.72
10.943	1065040	1.58
10.947	990082	1.47
10.950	931964	1.38
10.953	885294	1.31
10.957	849396	1.26
10.960	825535	1.22
10.963	809721	1.20
10.967	798136	1.18
10.970	790300	1.17
10.973	786472	1.16
10.977	785256	1.16
10.980	783001	1.16
10.983	781937	1.16
10.987	782786	1.16
10.990	785855	1.16
10.993	790240	1.17
10.997	795791	1.18
11.000	801243	1.19
11.003	805172	1.19
11.007	808452	1.20
11.010	813289	1.20
11.013	817596	1.21
11.017	817118	1.21
11.020	813272	1.20
11.023	814842	1.21
11.027	830047	1.23
11.030	866351	1.28
11.033	935561	1.39
11.037	1050385	1.56
11.040	1217963	1.80
11.043	1429995	2.12
11.047	1659862	2.46
11.050	1883113	2.79
11.053	2064304	3.06
11.057	2147784	3.18
11.060	2106171	3.12
11.063	1956742	2.90
11.067	1741599	2.58
11.070	1506474	2.23
11.073	1290001	1.91
11.077	1124540	1.67
11.080	1018521	1.51
11.083	956772	1.42
11.087	920981	1.36
11.090	900096	1.33
11.093	886205	1.31
11.097	873832	1.29
11.100	858611	1.27
11.103	839603	1.24
11.107	823503	1.22
11.110	811779	1.20
11.113	801615	1.19
11.117	793563	1.18
11.120	788283	1.17
11.123	785350	1.16
11.127	785050	1.16
11.130	782361	1.16
11.133	778144	1.15
11.137	775035	1.15
11.140	774932	1.15
11.143	774258	1.15
11.147	770996	1.14
11.150	767484	1.14
11.153	766140	1.13
11.157	766709	1.14
11.160	767336	1.14
11.163	766133	1.13
11.167	763628	1.13
11.170	762624	1.13
11.173	762846	1.13
11.177	764102	1.13
11.180	764288	1.13
11.183	763577	1.13
11.187	763322	1.13
11.190	762923	1.13
11.193	762813	1.13
11.197	763653	1.13
11.200	765819	1.13
11.203	765688	1.13
11.207	763050	1.13
11.210	761615	1.13
11.213	762264	1.13
11.217	761925	1.13
11.220	758513	1.12
11.223	756946	1.12
11.227	756638	1.12
11.230	756786	1.12
11.233	758064	1.12
11.237	757042	1.12
11.240	755956	1.12
11.243	755700	1.12
11.247	755563	1.12
11.250	754808	1.12
11.253	752953	1.12
11.257	752922	1.12
11.260	753798	1.12
11.263	753752	1.12
11.267	753939	1.12
11.270	753866	1.12
11.273	751836	1.11
11.277	750008	1.11
11.280	749718	1.11
11.283	748963	1.11
11.287	747800	1.11
11.290	747920	1.11
11.293	751075	1.11
11.297	753428	1.12
11.300	752315	1.11
11.303	752319	1.11
11.307	753637	1.12
11.310	753776	1.12
11.313	752046	1.11
11.317	749264	1.11
11.320	749524	1.11
11.323	752032	1.11
11.327	751714	1.11
11.330	751436	1.11
11.333	753510	1.12
11.337	756073	1.12
11.340	759192	1.12
11.343	765372	1.13
11.347	768407	1.14
11.350	768613	1.14
11.353	768173	1.14
11.357	767485	1.14
11.360	766402	1.14
11.363	762319	1.13
11.367	761942	1.13
11.370	766199	1.13
11.373	774229	1.15
11.377	783056	1.16
11.380	790956	1.17
11.383	793697	1.18
11.387	787989	1.17
11.390	780073	1.16
11.393	774237	1.15
11.397	767021	1.14
11.400	760338	1.13
11.403	756992	1.12
11.407	752885	1.12
11.410	748820	1.11
11.413	748073	1.11
11.417	746112	1.11
11.420	743114	1.10
11.423	743539	1.10
11.427	743862	1.10
11.430	743651	1.10
11.433	745844	1.10
11.437	746933	1.11
11.440	747173	1.11
11.443	748823	1.11
11.447	748988	1.11
11.450	745900	1.10
11.453	745820	1.10
11.457	748604	1.11
11.460	748677	1.11
11.463	746729	1.11
11.467	743924	1.10
11.470	742569	1.10
11.473	740374	1.10
11.477	738874	1.09
11.480	740481	1.10
11.483	740691	1.10
11.487	740635	1.10
11.490	742537	1.10
11.493	742808	1.10
11.497	745344	1.10
11.500	747180	1.11
11.503	746028	1.10
11.507	747648	1.11
11.510	750250	1.11
11.513	750549	1.11
11.517	749120	1.11
11.520	747753	1.11
11.523	748604	1.11
11.527	747070	1.11
11.530	741699	1.10
11.533	740112	1.10
11.537	742496	1.10
11.540	744868	1.10
11.543	744610	1.10
11.547	743909	1.10
11.550	742406	1.10
11.553	741014	1.10
11.557	741665	1.10
11.560	741582	1.10
11.563	740611	1.10
11.567	739983	1.10
11.570	737129	1.09
11.573	734440	1.09
11.577	734155	1.09
11.580	735970	1.09
11.583	736708	1.09
11.587	736056	1.09
11.590	735488	1.09
11.593	736733	1.09
11.597	739714	1.10
11.600	743552	1.10
11.603	745046	1.10
11.607	743183	1.10
11.610	741291	1.10
11.613	741447	1.10
11.617	742242	1.10
11.620	743427	1.10
11.623	744396	1.10
11.627	743025	1.10
11.630	738329	1.09
11.633	737168	1.09
11.637	739456	1.10
11.640	738618	1.09
11.643	735614	1.09
11.647	734066	1.09
11.650	733954	1.09
11.653	734368	1.09
11.657	737215	1.09
11.660	739721	1.10
11.663	740877	1.10
11.667	741047	1.10
11.670	740875	1.10
11.673	740635	1.10
11.677	739164	1.09
11.680	737082	1.09
11.683	737342	1.09
11.687	740044	1.10
11.690	743013	1.10
11.693	743771	1.10
11.697	743860	1.10
11.700	743753	1.10
11.703	743483	1.10
11.707	742058	1.10
11.710	739762	1.10
11.713	740655	1.10
11.717	743631	1.10
11.720	743651	1.10
11.723	743642	1.10
11.727	743704	1.10
11.730	741013	1.10
11.733	738926	1.09
11.737	738556	1.09
11.740	738702	1.09
11.743	739185	1.09
11.747	739608	1.10
11.750	739365	1.10
11.753	738736	1.09
11.757	737512	1.09
11.760	737648	1.09
11.763	739074	1.09
11.767	738931	1.09
11.770	739029	1.09
11.773	739478	1.10
11.777	739990	1.10
11.780	743685	1.10
11.783	746687	1.11
11.787	745303	1.10
11.790	743388	1.10
11.793	743670	1.10
11.797	743172	1.10
11.800	739804	1.10
11.803	739980	1.10
11.807	740707	1.10
11.810	740273	1.10
11.813	740325	1.10
11.817	739586	1.10
11.820	735344	1.09
11.823	732753	1.09
11.827	731493	1.08
11.830	731025	1.08
11.833	732584	1.08
11.837	732150	1.08
11.840	730373	1.08
11.843	729976	1.08
11.847	730978	1.08
11.850	731837	1.08
11.853	733051	1.09
11.857	734521	1.09
11.860	734699	1.09
11.863	733327	1.09
11.867	732240	1.08
11.870	732385	1.08
11.873	732409	1.08
11.877	733329	1.09
11.880	737879	1.09
11.883	741202	1.10
11.887	741734	1.10
11.890	742070	1.10
