[Header]
Data File Name	C:\GCMSsolution\Data\Betty_Hong\181026\181026_mango_N3_split2.qgd
Output Date	10/26/2018
Output Time	7:44:16 PM

[File Information]
Type	Data File
Generated	10/26/2018 5:23:39 PM
Generated by	Admin
Modified	10/26/2018 5:40:26 PM
Modified by	Admin

[Sample Information]
Operator Name	Admin
Analyzed	10/26/2018 5:24:26 PM
Type	Unknown
Level	1
Sample Name	181026_mango_N3_split2
Sample ID	
ISTD Amount 1	1
ISTD Amount 2	1
ISTD Amount 3	1
ISTD Amount 4	1
ISTD Amount 5	1
ISTD Amount 6	1
ISTD Amount 7	1
ISTD Amount 8	1
ISTD Amount 9	1
ISTD Amount 10	1
ISTD Amount 11	1
ISTD Amount 12	1
ISTD Amount 13	1
ISTD Amount 14	1
ISTD Amount 15	1
ISTD Amount 16	1
ISTD Amount 17	1
ISTD Amount 18	1
ISTD Amount 19	1
ISTD Amount 20	1
ISTD Amount 21	1
ISTD Amount 22	1
ISTD Amount 23	1
ISTD Amount 24	1
ISTD Amount 25	1
ISTD Amount 26	1
ISTD Amount 27	1
ISTD Amount 28	1
ISTD Amount 29	1
ISTD Amount 30	1
ISTD Amount 31	1
ISTD Amount 32	1
Sample Amount	1
Dilution Factor	1
Vial#	-1
Injection Volume	1
Injection Count	1
Bar Code	

[Original Files]
Data File	C:\GCMSsolution\Data\Betty_Hong\181026\181026_mango_N3_split2.qgd
Method File	C:\GCMSsolution\Data\Betty_Hong\SPME_Headspace_Split2_180717.qgm
Batch File	
Report Format File	
Tuning File	C:\GCMSsolution\System\Tune1\20181017.qgt

[File Description]


[MS Chromatogram]
m/z	1-1 TIC
Event Time(msec)	200
# of Points	4500
Start Time(min)	1.000
End Time(min)	15.997
Ret.Time	Absolute Intensity	Relative Intensity
4.103	895099	1.33
4.107	876717	1.30
4.110	865440	1.28
4.113	857654	1.27
4.117	848529	1.26
4.120	839623	1.24
4.123	833637	1.23
4.127	831170	1.23
4.130	831379	1.23
4.133	834050	1.24
4.137	837424	1.24
4.140	841336	1.25
4.143	844542	1.25
4.147	848087	1.26
4.150	853850	1.26
4.153	860605	1.27
4.157	869385	1.29
4.160	878939	1.30
4.163	885320	1.31
4.167	891436	1.32
4.170	900979	1.33
4.173	910039	1.35
4.177	918522	1.36
4.180	929177	1.38
4.183	934881	1.38
4.187	926599	1.37
4.190	901716	1.34
4.193	869431	1.29
4.197	847240	1.25
4.200	837448	1.24
4.203	832660	1.23
4.207	828520	1.23
4.210	825363	1.22
4.213	825209	1.22
4.217	823370	1.22
4.220	819946	1.21
4.223	816422	1.21
4.227	814169	1.21
4.230	811833	1.20
4.233	808763	1.20
4.237	807208	1.20
4.240	805032	1.19
4.243	801834	1.19
4.247	799412	1.18
4.250	798339	1.18
4.253	794910	1.18
4.257	792530	1.17
4.260	792643	1.17
4.263	792230	1.17
4.267	791815	1.17
4.270	792156	1.17
4.273	790383	1.17
4.277	787345	1.17
4.280	785387	1.16
4.283	782255	1.16
4.287	781681	1.16
4.290	781006	1.16
4.293	779374	1.15
4.297	779655	1.15
4.300	777855	1.15
4.303	775746	1.15
4.307	776446	1.15
4.310	776860	1.15
4.313	776845	1.15
4.317	776896	1.15
4.320	776741	1.15
4.323	774939	1.15
4.327	770799	1.14
4.330	766772	1.14
4.333	765143	1.13
4.337	765378	1.13
4.340	764710	1.13
4.343	763566	1.13
4.347	765069	1.13
4.350	766997	1.14
4.353	767576	1.14
4.357	768075	1.14
4.360	770900	1.14
4.363	776969	1.15
4.367	783267	1.16
4.370	785606	1.16
4.373	785476	1.16
4.377	784177	1.16
4.380	782609	1.16
4.383	779047	1.15
4.387	774465	1.15
4.390	767999	1.14
4.393	760596	1.13
4.397	754373	1.12
4.400	749924	1.11
4.403	746548	1.11
4.407	743284	1.10
4.410	740075	1.10
4.413	738321	1.09
4.417	737674	1.09
4.420	735421	1.09
4.423	733759	1.09
4.427	732623	1.09
4.430	729647	1.08
4.433	726806	1.08
4.437	723721	1.07
4.440	723180	1.07
4.443	724112	1.07
4.447	723665	1.07
4.450	722213	1.07
4.453	720700	1.07
4.457	721181	1.07
4.460	723097	1.07
4.463	723292	1.07
4.467	723174	1.07
4.470	722971	1.07
4.473	721553	1.07
4.477	717100	1.06
4.480	714239	1.06
4.483	715920	1.06
4.487	716630	1.06
4.490	714283	1.06
4.493	711427	1.05
4.497	711029	1.05
4.500	710882	1.05
4.503	710548	1.05
4.507	710546	1.05
4.510	710838	1.05
4.513	710684	1.05
4.517	712053	1.05
4.520	716730	1.06
4.523	719541	1.07
4.527	725087	1.07
4.530	736364	1.09
4.533	745287	1.10
4.537	750604	1.11
4.540	753487	1.12
4.543	751324	1.11
4.547	746814	1.11
4.550	745816	1.10
4.553	744648	1.10
4.557	738455	1.09
4.560	732717	1.09
4.563	728176	1.08
4.567	725262	1.07
4.570	725052	1.07
4.573	721818	1.07
4.577	718230	1.06
4.580	716278	1.06
4.583	715908	1.06
4.587	717354	1.06
4.590	718149	1.06
4.593	716432	1.06
4.597	715035	1.06
4.600	718116	1.06
4.603	732029	1.08
4.607	779549	1.15
4.610	914950	1.36
4.613	1223635	1.81
4.617	1782502	2.64
4.620	2619253	3.88
4.623	3672502	5.44
4.627	4836928	7.16
4.630	5970306	8.84
4.633	6823009	10.10
4.637	7241844	10.73
4.640	7216920	10.69
4.643	6787221	10.05
4.647	6050206	8.96
4.650	5137021	7.61
4.653	4239266	6.28
4.657	3506932	5.19
4.660	2962104	4.39
4.663	2545608	3.77
4.667	2215559	3.28
4.670	1968764	2.92
4.673	1787006	2.65
4.677	1654568	2.45
4.680	1562470	2.31
4.683	1488092	2.20
4.687	1417805	2.10
4.690	1354857	2.01
4.693	1305257	1.93
4.697	1270180	1.88
4.700	1235967	1.83
4.703	1198185	1.77
4.707	1169385	1.73
4.710	1153542	1.71
4.713	1141964	1.69
4.717	1125094	1.67
4.720	1107308	1.64
4.723	1093668	1.62
4.727	1079930	1.60
4.730	1065140	1.58
4.733	1051892	1.56
4.737	1042912	1.54
4.740	1037459	1.54
4.743	1032125	1.53
4.747	1023974	1.52
4.750	1011794	1.50
4.753	997654	1.48
4.757	985801	1.46
4.760	978592	1.45
4.763	973706	1.44
4.767	968166	1.43
4.770	961914	1.42
4.773	954378	1.41
4.777	947417	1.40
4.780	943004	1.40
4.783	939479	1.39
4.787	937049	1.39
4.790	934259	1.38
4.793	932426	1.38
4.797	930544	1.38
4.800	927090	1.37
4.803	923448	1.37
4.807	919554	1.36
4.810	914674	1.35
4.813	908105	1.34
4.817	904373	1.34
4.820	903162	1.34
4.823	896966	1.33
4.827	889835	1.32
4.830	887135	1.31
4.833	886890	1.31
4.837	882008	1.31
4.840	877265	1.30
4.843	875283	1.30
4.847	871274	1.29
4.850	865655	1.28
4.853	864865	1.28
4.857	869381	1.29
4.860	870663	1.29
4.863	866512	1.28
4.867	864349	1.28
4.870	863369	1.28
4.873	860481	1.27
4.877	857792	1.27
4.880	854728	1.27
4.883	853578	1.26
4.887	853163	1.26
4.890	849609	1.26
4.893	844290	1.25
4.897	838219	1.24
4.900	834076	1.24
4.903	832802	1.23
4.907	829681	1.23
4.910	828536	1.23
4.913	829161	1.23
4.917	825769	1.22
4.920	819702	1.21
4.923	819626	1.21
4.927	820344	1.21
4.930	819527	1.21
4.933	816120	1.21
4.937	809926	1.20
4.940	802522	1.19
4.943	793656	1.18
4.947	780923	1.16
4.950	767377	1.14
4.953	753025	1.12
4.957	739019	1.09
4.960	727587	1.08
4.963	717393	1.06
4.967	708772	1.05
4.970	704137	1.04
4.973	701109	1.04
4.977	697781	1.03
4.980	697290	1.03
4.983	697482	1.03
4.987	694559	1.03
4.990	692386	1.03
4.993	692060	1.02
4.997	692869	1.03
5.000	693098	1.03
5.003	691555	1.02
5.007	692099	1.03
5.010	693259	1.03
5.013	693013	1.03
5.017	693541	1.03
5.020	693997	1.03
5.023	694171	1.03
5.027	695796	1.03
5.030	696801	1.03
5.033	695829	1.03
5.037	694646	1.03
5.040	695477	1.03
5.043	698352	1.03
5.047	699420	1.04
5.050	698208	1.03
5.053	694616	1.03
5.057	693262	1.03
5.060	693249	1.03
5.063	691292	1.02
5.067	690504	1.02
5.070	691199	1.02
5.073	691132	1.02
5.077	690677	1.02
5.080	690347	1.02
5.083	689578	1.02
5.087	687351	1.02
5.090	687399	1.02
5.093	691327	1.02
5.097	693573	1.03
5.100	692973	1.03
5.103	691897	1.02
5.107	693202	1.03
5.110	699524	1.04
5.113	711274	1.05
5.117	724971	1.07
5.120	743406	1.10
5.123	768954	1.14
5.127	795725	1.18
5.130	815069	1.21
5.133	825713	1.22
5.137	825671	1.22
5.140	815064	1.21
5.143	799583	1.18
5.147	782108	1.16
5.150	763938	1.13
5.153	748701	1.11
5.157	739627	1.10
5.160	732854	1.09
5.163	724697	1.07
5.167	717878	1.06
5.170	714405	1.06
5.173	713432	1.06
5.177	710969	1.05
5.180	706425	1.05
5.183	706194	1.05
5.187	706663	1.05
5.190	706073	1.05
5.193	704504	1.04
5.197	704366	1.04
5.200	704277	1.04
5.203	706086	1.05
5.207	713238	1.06
5.210	724656	1.07
5.213	739335	1.09
5.217	756196	1.12
5.220	778359	1.15
5.223	802799	1.19
5.227	825356	1.22
5.230	843973	1.25
5.233	856869	1.27
5.237	864342	1.28
5.240	869385	1.29
5.243	870559	1.29
5.247	869436	1.29
5.250	868636	1.29
5.253	866250	1.28
5.257	864255	1.28
5.260	864655	1.28
5.263	870046	1.29
5.267	874601	1.30
5.270	874585	1.30
5.273	874352	1.29
5.277	874057	1.29
5.280	872246	1.29
5.283	874168	1.29
5.287	877388	1.30
5.290	877552	1.30
5.293	875739	1.30
5.297	874942	1.30
5.300	874457	1.30
5.303	876723	1.30
5.307	878395	1.30
5.310	877813	1.30
5.313	877587	1.30
5.317	878080	1.30
5.320	876950	1.30
5.323	874468	1.30
5.327	877240	1.30
5.330	882095	1.31
5.333	891896	1.32
5.337	919239	1.36
5.340	971247	1.44
5.343	1048153	1.55
5.347	1145093	1.70
5.350	1261048	1.87
5.353	1400049	2.07
5.357	1561017	2.31
5.360	1747605	2.59
5.363	1953634	2.89
5.367	2144774	3.18
5.370	2290035	3.39
5.373	2369597	3.51
5.377	2358002	3.49
5.380	2251493	3.33
5.383	2088064	3.09
5.387	1914586	2.84
5.390	1757158	2.60
5.393	1626066	2.41
5.397	1532262	2.27
5.400	1467651	2.17
5.403	1416535	2.10
5.407	1378765	2.04
5.410	1351982	2.00
5.413	1331624	1.97
5.417	1312837	1.94
5.420	1294850	1.92
5.423	1287974	1.91
5.427	1288689	1.91
5.430	1286876	1.91
5.433	1279573	1.90
5.437	1272550	1.88
5.440	1267019	1.88
5.443	1260581	1.87
5.447	1256514	1.86
5.450	1258176	1.86
5.453	1260480	1.87
5.457	1261287	1.87
5.460	1256110	1.86
5.463	1243324	1.84
5.467	1244565	1.84
5.470	1250737	1.85
5.473	1244642	1.84
5.477	1237563	1.83
5.480	1234874	1.83
5.483	1230731	1.82
5.487	1227436	1.82
5.490	1228348	1.82
5.493	1230542	1.82
5.497	1230484	1.82
5.500	1230169	1.82
5.503	1227825	1.82
5.507	1228584	1.82
5.510	1235216	1.83
5.513	1239662	1.84
5.517	1238403	1.83
5.520	1234081	1.83
5.523	1229703	1.82
5.527	1227743	1.82
5.530	1219031	1.81
5.533	1211494	1.79
5.537	1218703	1.80
5.540	1225699	1.82
5.543	1222653	1.81
5.547	1218704	1.80
5.550	1216037	1.80
5.553	1212634	1.80
5.557	1206634	1.79
5.560	1204421	1.78
5.563	1197512	1.77
5.567	1180257	1.75
5.570	1162034	1.72
5.573	1138586	1.69
5.577	1111811	1.65
5.580	1086159	1.61
5.583	1061063	1.57
5.587	1042117	1.54
5.590	1027984	1.52
5.593	1013035	1.50
5.597	1001436	1.48
5.600	992595	1.47
5.603	979650	1.45
5.607	964634	1.43
5.610	955065	1.41
5.613	949929	1.41
5.617	942105	1.40
5.620	937583	1.39
5.623	934852	1.38
5.627	928862	1.38
5.630	926514	1.37
5.633	926070	1.37
5.637	923719	1.37
5.640	924611	1.37
5.643	926502	1.37
5.647	925244	1.37
5.650	920004	1.36
5.653	915302	1.36
5.657	914556	1.35
5.660	910544	1.35
5.663	909636	1.35
5.667	910348	1.35
5.670	909437	1.35
5.673	908982	1.35
5.677	910334	1.35
5.680	910454	1.35
5.683	913294	1.35
5.687	924406	1.37
5.690	933033	1.38
5.693	937528	1.39
5.697	943717	1.40
5.700	946020	1.40
5.703	946188	1.40
5.707	950217	1.41
5.710	950144	1.41
5.713	940249	1.39
5.717	928543	1.38
5.720	920150	1.36
5.723	915202	1.36
5.727	914999	1.36
5.730	915217	1.36
5.733	910029	1.35
5.737	903249	1.34
5.740	900584	1.33
5.743	894691	1.33
5.747	886267	1.31
5.750	883082	1.31
5.753	884780	1.31
5.757	884473	1.31
5.760	879559	1.30
5.763	874497	1.30
5.767	875586	1.30
5.770	880564	1.30
5.773	884353	1.31
5.777	886363	1.31
5.780	882544	1.31
5.783	874327	1.29
5.787	865940	1.28
5.790	858721	1.27
5.793	857547	1.27
5.797	858836	1.27
5.800	862163	1.28
5.803	862772	1.28
5.807	863024	1.28
5.810	865474	1.28
5.813	866737	1.28
5.817	867374	1.28
5.820	866802	1.28
5.823	865597	1.28
5.827	863786	1.28
5.830	862172	1.28
5.833	858752	1.27
5.837	853930	1.26
5.840	851490	1.26
5.843	854040	1.26
5.847	851116	1.26
5.850	843864	1.25
5.853	845418	1.25
5.857	855313	1.27
5.860	868237	1.29
5.863	880528	1.30
5.867	890444	1.32
5.870	901299	1.33
5.873	909249	1.35
5.877	915130	1.36
5.880	923342	1.37
5.883	932742	1.38
5.887	937993	1.39
5.890	934133	1.38
5.893	921496	1.36
5.897	901717	1.34
5.900	883514	1.31
5.903	874685	1.30
5.907	868236	1.29
5.910	859134	1.27
5.913	851043	1.26
5.917	847576	1.26
5.920	847185	1.25
5.923	844024	1.25
5.927	840946	1.25
5.930	840451	1.24
5.933	840449	1.24
5.937	840371	1.24
5.940	836334	1.24
5.943	835100	1.24
5.947	838194	1.24
5.950	840666	1.25
5.953	840623	1.24
5.957	839375	1.24
5.960	836272	1.24
5.963	836284	1.24
5.967	840567	1.24
5.970	844197	1.25
5.973	846127	1.25
5.977	848023	1.26
5.980	849793	1.26
5.983	850913	1.26
5.987	854279	1.27
5.990	859185	1.27
5.993	866501	1.28
5.997	874963	1.30
6.000	882159	1.31
6.003	886851	1.31
6.007	886596	1.31
6.010	880815	1.30
6.013	872010	1.29
6.017	861728	1.28
6.020	854257	1.27
6.023	850991	1.26
6.027	848513	1.26
6.030	850450	1.26
6.033	857184	1.27
6.037	864547	1.28
6.040	875149	1.30
6.043	882053	1.31
6.047	881830	1.31
6.050	876006	1.30
6.053	869369	1.29
6.057	864204	1.28
6.060	858732	1.27
6.063	850323	1.26
6.067	844006	1.25
6.070	840674	1.25
6.073	839111	1.24
6.077	836807	1.24
6.080	833926	1.24
6.083	831775	1.23
6.087	830381	1.23
6.090	828760	1.23
6.093	825970	1.22
6.097	823096	1.22
6.100	822477	1.22
6.103	823972	1.22
6.107	825941	1.22
6.110	826032	1.22
6.113	829634	1.23
6.117	839315	1.24
6.120	848529	1.26
6.123	852567	1.26
6.127	852677	1.26
6.130	852682	1.26
6.133	852615	1.26
6.137	847317	1.25
6.140	836734	1.24
6.143	829091	1.23
6.147	829050	1.23
6.150	830188	1.23
6.153	826263	1.22
6.157	820996	1.22
6.160	817097	1.21
6.163	816590	1.21
6.167	816829	1.21
6.170	814347	1.21
6.173	808456	1.20
6.177	805667	1.19
6.180	804194	1.19
6.183	803394	1.19
6.187	803419	1.19
6.190	803906	1.19
6.193	804455	1.19
6.197	805580	1.19
6.200	807704	1.20
6.203	807807	1.20
6.207	805818	1.19
6.210	804243	1.19
6.213	800856	1.19
6.217	797791	1.18
6.220	797882	1.18
6.223	797998	1.18
6.227	796554	1.18
6.230	797262	1.18
6.233	798718	1.18
6.237	798094	1.18
6.240	796196	1.18
6.243	797119	1.18
6.247	800205	1.19
6.250	800204	1.19
6.253	798729	1.18
6.257	799535	1.18
6.260	798461	1.18
6.263	795960	1.18
6.267	795574	1.18
6.270	796441	1.18
6.273	799037	1.18
6.277	801591	1.19
6.280	803829	1.19
6.283	807105	1.20
6.287	811425	1.20
6.290	815648	1.21
6.293	821342	1.22
6.297	828987	1.23
6.300	836821	1.24
6.303	843676	1.25
6.307	844313	1.25
6.310	836819	1.24
6.313	825878	1.22
6.317	819534	1.21
6.320	815104	1.21
6.323	806488	1.19
6.327	801593	1.19
6.330	802448	1.19
6.333	799132	1.18
6.337	796011	1.18
6.340	796324	1.18
6.343	794748	1.18
6.347	790724	1.17
6.350	788013	1.17
6.353	785190	1.16
6.357	783146	1.16
6.360	783016	1.16
6.363	783245	1.16
6.367	785040	1.16
6.370	790062	1.17
6.373	795462	1.18
6.377	798829	1.18
6.380	800829	1.19
6.383	800803	1.19
6.387	796369	1.18
6.390	792607	1.17
6.393	793106	1.17
6.397	790863	1.17
6.400	785170	1.16
6.403	785057	1.16
6.407	787931	1.17
6.410	790678	1.17
6.413	790967	1.17
6.417	790761	1.17
6.420	792125	1.17
6.423	795402	1.18
6.427	794963	1.18
6.430	791401	1.17
6.433	792685	1.17
6.437	794153	1.18
6.440	791125	1.17
6.443	790368	1.17
6.447	790817	1.17
6.450	791030	1.17
6.453	790274	1.17
6.457	790770	1.17
6.460	796439	1.18
6.463	803924	1.19
6.467	807418	1.20
6.470	806934	1.20
6.473	806301	1.19
6.477	806298	1.19
6.480	803818	1.19
6.483	798928	1.18
6.487	796536	1.18
6.490	794195	1.18
6.493	791004	1.17
6.497	790709	1.17
6.500	791305	1.17
6.503	793987	1.18
6.507	805834	1.19
6.510	855806	1.27
6.513	1021831	1.51
6.517	1477609	2.19
6.520	2529855	3.75
6.523	4531792	6.71
6.527	7842276	11.61
6.530	12409806	18.38
6.533	17689423	26.20
6.537	22962542	34.01
6.540	27336784	40.49
6.543	30419801	45.05
6.547	32275204	47.80
6.550	32688787	48.41
6.553	31386338	46.48
6.557	28468357	42.16
6.560	24487966	36.27
6.563	20541096	30.42
6.567	18064904	26.75
6.570	17692841	26.20
6.573	18701232	27.70
6.577	20064148	29.72
6.580	21155608	31.33
6.583	21551757	31.92
6.587	20783180	30.78
6.590	18595562	27.54
6.593	15663504	23.20
6.597	12974340	19.22
6.600	10880266	16.11
6.603	9351454	13.85
6.607	8286837	12.27
6.610	7567050	11.21
6.613	7087153	10.50
6.617	6747411	9.99
6.620	6478492	9.59
6.623	6281419	9.30
6.627	6140967	9.09
6.630	5976276	8.85
6.633	5802179	8.59
6.637	5689101	8.43
6.640	5583400	8.27
6.643	5428625	8.04
6.647	5259096	7.79
6.650	5130753	7.60
6.653	5049786	7.48
6.657	4950733	7.33
6.660	4811851	7.13
6.663	4665256	6.91
6.667	4481640	6.64
6.670	4198176	6.22
6.673	3823396	5.66
6.677	3421839	5.07
6.680	3021154	4.47
6.683	2636938	3.91
6.687	2313683	3.43
6.690	2074113	3.07
6.693	1909288	2.83
6.697	1791989	2.65
6.700	1685966	2.50
6.703	1570284	2.33
6.707	1443492	2.14
6.710	1319832	1.95
6.713	1205966	1.79
6.717	1100456	1.63
6.720	1022099	1.51
6.723	994574	1.47
6.727	1040176	1.54
6.730	1168651	1.73
6.733	1358366	2.01
6.737	1557227	2.31
6.740	1701764	2.52
6.743	1753548	2.60
6.747	1710721	2.53
6.750	1602315	2.37
6.753	1467419	2.17
6.757	1328028	1.97
6.760	1206112	1.79
6.763	1117180	1.65
6.767	1058292	1.57
6.770	1024477	1.52
6.773	1002930	1.49
6.777	991580	1.47
6.780	993604	1.47
6.783	1005755	1.49
6.787	1019484	1.51
6.790	1025467	1.52
6.793	1025148	1.52
6.797	1019944	1.51
6.800	1009668	1.50
6.803	992416	1.47
6.807	973340	1.44
6.810	954232	1.41
6.813	934348	1.38
6.817	916578	1.36
6.820	904798	1.34
6.823	900290	1.33
6.827	896562	1.33
6.830	892432	1.32
6.833	891341	1.32
6.837	887438	1.31
6.840	883724	1.31
6.843	880833	1.30
6.847	876001	1.30
6.850	874076	1.29
6.853	871974	1.29
6.857	865122	1.28
6.860	859859	1.27
6.863	862807	1.28
6.867	878574	1.30
6.870	913779	1.35
6.873	973270	1.44
6.877	1052577	1.56
6.880	1140964	1.69
6.883	1224282	1.81
6.887	1286257	1.90
6.890	1315202	1.95
6.893	1307061	1.94
6.897	1266422	1.88
6.900	1206403	1.79
6.903	1140910	1.69
6.907	1083526	1.60
6.910	1040726	1.54
6.913	1007393	1.49
6.917	980759	1.45
6.920	958249	1.42
6.923	938439	1.39
6.927	923443	1.37
6.930	912731	1.35
6.933	902220	1.34
6.937	891543	1.32
6.940	881791	1.31
6.943	875858	1.30
6.947	872800	1.29
6.950	867309	1.28
6.953	860911	1.28
6.957	857728	1.27
6.960	858718	1.27
6.963	860114	1.27
6.967	856774	1.27
6.970	855445	1.27
6.973	855824	1.27
6.977	853900	1.26
6.980	850229	1.26
6.983	846752	1.25
6.987	846751	1.25
6.990	850121	1.26
6.993	851587	1.26
6.997	850708	1.26
7.000	853867	1.26
7.003	860599	1.27
7.007	861787	1.28
7.010	856755	1.27
7.013	846771	1.25
7.017	833711	1.23
7.020	822707	1.22
7.023	818096	1.21
7.027	813798	1.21
7.030	804852	1.19
7.033	796647	1.18
7.037	790291	1.17
7.040	785870	1.16
7.043	785839	1.16
7.047	785843	1.16
7.050	784447	1.16
7.053	781157	1.16
7.057	780082	1.16
7.060	781212	1.16
7.063	780900	1.16
7.067	778803	1.15
7.070	780412	1.16
7.073	781040	1.16
7.077	779702	1.15
7.080	778562	1.15
7.083	775517	1.15
7.087	773486	1.15
7.090	772670	1.14
7.093	773503	1.15
7.097	775746	1.15
7.100	774762	1.15
7.103	771840	1.14
7.107	770581	1.14
7.110	769649	1.14
7.113	769017	1.14
7.117	768415	1.14
7.120	768798	1.14
7.123	769363	1.14
7.127	768767	1.14
7.130	769136	1.14
7.133	770157	1.14
7.137	769455	1.14
7.140	770376	1.14
7.143	771650	1.14
7.147	768114	1.14
7.150	765777	1.13
7.153	767779	1.14
7.157	768824	1.14
7.160	769349	1.14
7.163	772014	1.14
7.167	779438	1.15
7.170	789574	1.17
7.173	804375	1.19
7.177	825886	1.22
7.180	852649	1.26
7.183	879056	1.30
7.187	896262	1.33
7.190	902664	1.34
7.193	898587	1.33
7.197	881133	1.30
7.200	859967	1.27
7.203	845878	1.25
7.207	843741	1.25
7.210	854091	1.26
7.213	878156	1.30
7.217	910854	1.35
7.220	946694	1.40
7.223	978697	1.45
7.227	999901	1.48
7.230	1005201	1.49
7.233	989736	1.47
7.237	962808	1.43
7.240	937135	1.39
7.243	914137	1.35
7.247	892355	1.32
7.250	874246	1.29
7.253	861016	1.28
7.257	852345	1.26
7.260	845497	1.25
7.263	839541	1.24
7.267	835322	1.24
7.270	830611	1.23
7.273	825240	1.22
7.277	821726	1.22
7.280	818524	1.21
7.283	814595	1.21
7.287	811008	1.20
7.290	805950	1.19
7.293	799268	1.18
7.297	795380	1.18
7.300	795203	1.18
7.303	795129	1.18
7.307	793858	1.18
7.310	790826	1.17
7.313	789195	1.17
7.317	786293	1.16
7.320	783046	1.16
7.323	778816	1.15
7.327	774256	1.15
7.330	772112	1.14
7.333	770624	1.14
7.337	766780	1.14
7.340	764930	1.13
7.343	764864	1.13
7.347	763864	1.13
7.350	762891	1.13
7.353	765384	1.13
7.357	772055	1.14
7.360	779631	1.15
7.363	790054	1.17
7.367	802967	1.19
7.370	814910	1.21
7.373	822125	1.22
7.377	822512	1.22
7.380	815650	1.21
7.383	805177	1.19
7.387	795275	1.18
7.390	786347	1.16
7.393	778753	1.15
7.397	772542	1.14
7.400	767719	1.14
7.403	764114	1.13
7.407	760718	1.13
7.410	759363	1.12
7.413	761569	1.13
7.417	763892	1.13
7.420	760777	1.13
7.423	758823	1.12
7.427	760019	1.13
7.430	765617	1.13
7.433	775459	1.15
7.437	784813	1.16
7.440	791525	1.17
7.443	795440	1.18
7.447	797658	1.18
7.450	797672	1.18
7.453	794028	1.18
7.457	787186	1.17
7.460	780285	1.16
7.463	775446	1.15
7.467	772145	1.14
7.470	767457	1.14
7.473	764120	1.13
7.477	764055	1.13
7.480	764201	1.13
7.483	764386	1.13
7.487	764031	1.13
7.490	763902	1.13
7.493	765814	1.13
7.497	769325	1.14
7.500	771522	1.14
7.503	772027	1.14
7.507	772555	1.14
7.510	772553	1.14
7.513	771783	1.14
7.517	771096	1.14
7.520	769970	1.14
7.523	766816	1.14
7.527	764118	1.13
7.530	763917	1.13
7.533	764065	1.13
7.537	764523	1.13
7.540	764097	1.13
7.543	763896	1.13
7.547	766466	1.14
7.550	768649	1.14
7.553	764989	1.13
7.557	759643	1.13
7.560	759349	1.12
7.563	763888	1.13
7.567	766645	1.14
7.570	766722	1.14
7.573	766646	1.14
7.577	766712	1.14
7.580	763772	1.13
7.583	758996	1.12
7.587	759169	1.12
7.590	760589	1.13
7.593	759813	1.13
7.597	758778	1.12
7.600	755710	1.12
7.603	753102	1.12
7.607	752934	1.12
7.610	753017	1.12
7.613	750701	1.11
7.617	748942	1.11
7.620	748981	1.11
7.623	749061	1.11
7.627	750806	1.11
7.630	750820	1.11
7.633	747124	1.11
7.637	746054	1.10
7.640	749029	1.11
7.643	749540	1.11
7.647	748993	1.11
7.650	749417	1.11
7.653	750662	1.11
7.657	751075	1.11
7.660	749956	1.11
7.663	749765	1.11
7.667	754275	1.12
7.670	765843	1.13
7.673	793889	1.18
7.677	861301	1.28
7.680	1006418	1.49
7.683	1290934	1.91
7.687	1792246	2.65
7.690	2577010	3.82
7.693	3661956	5.42
7.697	4921194	7.29
7.700	6136180	9.09
7.703	7102783	10.52
7.707	7624214	11.29
7.710	7627066	11.30
7.713	7099532	10.51
7.717	6064668	8.98
7.720	4760565	7.05
7.723	3537207	5.24
7.727	2590866	3.84
7.730	1909259	2.83
7.733	1444870	2.14
7.737	1170887	1.73
7.740	1028583	1.52
7.743	957172	1.42
7.747	918993	1.36
7.750	893677	1.32
7.753	873772	1.29
7.757	856809	1.27
7.760	846140	1.25
7.763	842240	1.25
7.767	837276	1.24
7.770	828354	1.23
7.773	822355	1.22
7.777	822380	1.22
7.780	820394	1.22
7.783	812928	1.20
7.787	806527	1.19
7.790	799407	1.18
7.793	791879	1.17
7.797	786116	1.16
7.800	780338	1.16
7.803	774614	1.15
7.807	768712	1.14
7.810	762535	1.13
7.813	761126	1.13
7.817	762473	1.13
7.820	760989	1.13
7.823	758865	1.12
7.827	758936	1.12
7.830	757726	1.12
7.833	755904	1.12
7.837	754018	1.12
7.840	753244	1.12
7.843	754104	1.12
7.847	753555	1.12
7.850	752351	1.11
7.853	751848	1.11
7.857	750855	1.11
7.860	750490	1.11
7.863	748836	1.11
7.867	746777	1.11
7.870	747482	1.11
7.873	749928	1.11
7.877	748401	1.11
7.880	743029	1.10
7.883	743035	1.10
7.887	748565	1.11
7.890	750283	1.11
7.893	748834	1.11
7.897	747949	1.11
7.900	746699	1.11
7.903	747831	1.11
7.907	750125	1.11
7.910	750505	1.11
7.913	748092	1.11
7.917	746479	1.11
7.920	748947	1.11
7.923	750988	1.11
7.927	749189	1.11
7.930	748266	1.11
7.933	748914	1.11
7.937	748953	1.11
7.940	748224	1.11
7.943	747535	1.11
7.947	747029	1.11
7.950	746881	1.11
7.953	748278	1.11
7.957	749616	1.11
7.960	750045	1.11
7.963	750067	1.11
7.967	748982	1.11
7.970	748686	1.11
7.973	747816	1.11
7.977	747227	1.11
7.980	750087	1.11
7.983	753493	1.12
7.987	756819	1.12
7.990	762567	1.13
7.993	771123	1.14
7.997	780794	1.16
