Ret.Time	Absolute Intensity	Relative Intensity
3.880	23659	0.42
3.883	24315	0.43
3.887	25120	0.44
3.890	26336	0.47
3.893	28034	0.50
3.897	30073	0.53
3.900	30451	0.54
3.903	30802	0.55
3.907	31595	0.56
3.910	33459	0.59
3.913	38528	0.68
3.917	49615	0.88
3.920	68204	1.21
3.923	95877	1.70
3.927	132387	2.34
3.930	173196	3.07
3.933	208554	3.69
3.937	225530	3.99
3.940	221435	3.92
3.943	202046	3.58
3.947	172992	3.06
3.950	139170	2.47
3.953	109945	1.95
3.957	89160	1.58
3.960	75591	1.34
3.963	67162	1.19
3.967	63820	1.13
3.970	65995	1.17
3.973	73109	1.29
3.977	83394	1.48
3.980	95678	1.69
3.983	106993	1.90
3.987	112408	1.99
3.990	111390	1.97
3.993	104085	1.84
3.997	91790	1.63
4.000	79320	1.40
4.003	69733	1.24
4.007	63672	1.13
4.010	60319	1.07
4.013	60505	1.07
4.017	63718	1.13
4.020	65956	1.17
4.023	65930	1.17
4.027	63693	1.13
4.030	59538	1.05
4.033	54047	0.96
4.037	49656	0.88
4.040	45301	0.80
4.043	41791	0.74
4.047	39767	0.70
4.050	39058	0.69
4.053	38291	0.68
4.057	37916	0.67
4.060	37900	0.67
4.063	37405	0.66
4.067	36310	0.64
4.070	36178	0.64
4.073	36435	0.65
4.077	36780	0.65
4.080	37620	0.67
4.083	39744	0.70
4.087	43067	0.76
4.090	47390	0.84
4.093	52921	0.94
4.097	57318	1.02
4.100	58453	1.04
4.103	57278	1.01
4.107	53994	0.96
4.110	49977	0.89
4.113	45946	0.81
4.117	42763	0.76
4.120	40466	0.72
4.123	39107	0.69
4.127	36856	0.65
4.130	36015	0.64
4.133	35733	0.63
4.137	35704	0.63
4.140	35770	0.63
4.143	35457	0.63
4.147	35207	0.62
4.150	34744	0.62
4.153	34904	0.62
4.157	35847	0.63
4.160	36214	0.64
4.163	36501	0.65
4.167	36890	0.65
4.170	36578	0.65
4.173	35834	0.63
4.177	36145	0.64
4.180	36838	0.65
4.183	36790	0.65
4.187	36633	0.65
4.190	36959	0.65
4.193	39316	0.70
4.197	41621	0.74
4.200	42658	0.76
4.203	44211	0.78
4.207	45632	0.81
4.210	45661	0.81
4.213	44517	0.79
4.217	42374	0.75
4.220	39638	0.70
4.223	37117	0.66
4.227	35793	0.63
4.230	33679	0.60
4.233	33449	0.59
4.237	33391	0.59
4.240	33252	0.59
4.243	33056	0.59
4.247	32991	0.58
4.250	33098	0.59
4.253	32749	0.58
4.257	31987	0.57
4.260	31951	0.57
4.263	32442	0.57
4.267	32847	0.58
4.270	32743	0.58
4.273	32811	0.58
4.277	32867	0.58
4.280	32382	0.57
4.283	32071	0.57
4.287	32169	0.57
4.290	32197	0.57
4.293	32035	0.57
4.297	32147	0.57
4.300	32435	0.57
4.303	32450	0.57
4.307	32189	0.57
4.310	32024	0.57
4.313	32160	0.57
4.317	32544	0.58
4.320	32741	0.58
4.323	32985	0.58
4.327	34586	0.61
4.330	36672	0.65
4.333	38146	0.68
4.337	39008	0.69
4.340	39139	0.69
4.343	38945	0.69
4.347	37050	0.66
4.350	35018	0.62
4.353	34634	0.61
4.357	34385	0.61
4.360	33216	0.59
4.363	32574	0.58
4.367	32230	0.57
4.370	31800	0.56
4.373	30455	0.54
4.377	29839	0.53
4.380	30009	0.53
4.383	29845	0.53
4.387	28570	0.51
4.390	28003	0.50
4.393	28153	0.50
4.397	27991	0.50
4.400	27076	0.48
4.403	26504	0.47
4.407	26272	0.47
4.410	26149	0.46
4.413	25940	0.46
4.417	25701	0.46
4.420	25666	0.45
4.423	25633	0.45
4.427	25439	0.45
4.430	25466	0.45
4.433	25733	0.46
4.437	25881	0.46
4.440	25631	0.45
4.443	25559	0.45
4.447	25591	0.45
4.450	25659	0.45
4.453	25549	0.45
4.457	25540	0.45
4.460	25765	0.46
4.463	26057	0.46
4.467	25842	0.46
4.470	25547	0.45
4.473	25481	0.45
4.477	25501	0.45
4.480	25382	0.45
4.483	25341	0.45
4.487	25375	0.45
4.490	25454	0.45
4.493	25787	0.46
4.497	27975	0.50
4.500	30329	0.54
4.503	33086	0.59
4.507	36266	0.64
4.510	38804	0.69
4.513	39037	0.69
4.517	38494	0.68
4.520	36256	0.64
4.523	33134	0.59
4.527	30448	0.54
4.530	28590	0.51
4.533	28065	0.50
4.537	27991	0.50
4.540	27742	0.49
4.543	27288	0.48
4.547	26223	0.46
4.550	25226	0.45
4.553	24930	0.44
4.557	24751	0.44
4.560	23692	0.42
4.563	23555	0.42
4.567	24380	0.43
4.570	24777	0.44
4.573	24783	0.44
4.577	24801	0.44
4.580	24808	0.44
4.583	26135	0.46
4.587	31431	0.56
4.590	42267	0.75
4.593	60408	1.07
4.597	89283	1.58
4.600	127483	2.26
4.603	165201	2.93
4.607	193278	3.42
4.610	205430	3.64
4.613	198720	3.52
4.617	177499	3.14
4.620	151328	2.68
4.623	127951	2.27
4.627	111455	1.97
4.630	100470	1.78
4.633	92639	1.64
4.637	85106	1.51
4.640	76570	1.36
4.643	67359	1.19
4.647	60008	1.06
4.650	54149	0.96
4.653	49393	0.87
4.657	46214	0.82
4.660	45050	0.80
4.663	44502	0.79
4.667	42696	0.76
4.670	39899	0.71
4.673	39422	0.70
4.677	39127	0.69
4.680	38784	0.69
4.683	39019	0.69
4.687	39170	0.69
4.690	39022	0.69
4.693	38536	0.68
4.697	37480	0.66
4.700	36908	0.65
4.703	35602	0.63
4.707	34688	0.61
4.710	34362	0.61
4.713	33879	0.60
4.717	33799	0.60
4.720	34472	0.61
4.723	37218	0.66
4.727	43208	0.77
4.730	54142	0.96
4.733	70004	1.24
4.737	89258	1.58
4.740	108228	1.92
4.743	122220	2.16
4.747	126334	2.24
4.750	120147	2.13
4.753	108203	1.92
4.757	93785	1.66
4.760	79251	1.40
4.763	67039	1.19
4.767	58501	1.04
4.770	53084	0.94
4.773	48459	0.86
4.777	44689	0.79
4.780	42890	0.76
4.783	41642	0.74
4.787	39415	0.70
4.790	38371	0.68
4.793	37582	0.67
4.797	37681	0.67
4.800	37540	0.66
4.803	37091	0.66
4.807	37221	0.66
4.810	37109	0.66
4.813	36238	0.64
4.817	35299	0.63
4.820	35666	0.63
4.823	37313	0.66
4.827	38278	0.68
4.830	38593	0.68
4.833	38616	0.68
4.837	38004	0.67
4.840	37118	0.66
4.843	35788	0.63
4.847	35116	0.62
4.850	35068	0.62
4.853	35089	0.62
4.857	34338	0.61
4.860	33829	0.60
4.863	33912	0.60
4.867	34182	0.61
4.870	33826	0.60
4.873	33638	0.60
4.877	34070	0.60
4.880	35462	0.63
4.883	37168	0.66
4.887	38896	0.69
4.890	42084	0.75
4.893	44644	0.79
4.897	47522	0.84
4.900	50383	0.89
4.903	56167	0.99
4.907	63774	1.13
4.910	73453	1.30
4.913	87211	1.54
4.917	100843	1.79
4.920	109561	1.94
4.923	113483	2.01
4.927	109895	1.95
4.930	98324	1.74
4.933	81713	1.45
4.937	66401	1.18
4.940	56404	1.00
4.943	49042	0.87
4.947	43926	0.78
4.950	42630	0.76
4.953	43497	0.77
4.957	46268	0.82
4.960	51534	0.91
4.963	58913	1.04
4.967	65723	1.16
4.970	70160	1.24
4.973	70441	1.25
4.977	69952	1.24
4.980	65595	1.16
4.983	58990	1.04
4.987	53143	0.94
4.990	47866	0.85
4.993	43751	0.77
4.997	40784	0.72
5.000	38455	0.68
5.003	36667	0.65
5.007	35610	0.63
5.010	35217	0.62
5.013	34623	0.61
5.017	33297	0.59
5.020	33065	0.59
5.023	33047	0.59
5.027	33070	0.59
5.030	33113	0.59
5.033	33105	0.59
5.037	33036	0.59
5.040	32941	0.58
5.043	32964	0.58
5.047	33050	0.59
5.050	33238	0.59
5.053	33130	0.59
5.057	33083	0.59
5.060	33750	0.60
5.063	36207	0.64
5.067	39067	0.69
5.070	43763	0.78
5.073	48102	0.85
5.077	51441	0.91
5.080	53853	0.95
5.083	53829	0.95
5.087	50725	0.90
5.090	46174	0.82
5.093	41358	0.73
5.097	38103	0.67
5.100	36915	0.65
5.103	36739	0.65
5.107	37358	0.66
5.110	38717	0.69
5.113	41304	0.73
5.117	43536	0.77
5.120	45385	0.80
5.123	47068	0.83
5.127	49734	0.88
5.130	50628	0.90
5.133	50241	0.89
5.137	49222	0.87
5.140	47329	0.84
5.143	45761	0.81
5.147	43059	0.76
5.150	39784	0.70
5.153	37987	0.67
5.157	35925	0.64
5.160	34604	0.61
5.163	34043	0.60
5.167	33495	0.59
5.170	33108	0.59
5.173	32977	0.58
5.177	32950	0.58
5.180	32704	0.58
5.183	32684	0.58
5.187	33096	0.59
5.190	33197	0.59
5.193	32597	0.58
5.197	32408	0.57
5.200	32941	0.58
5.203	33452	0.59
5.207	33389	0.59
5.210	33346	0.59
5.213	33609	0.60
5.217	34865	0.62
5.220	38403	0.68
5.223	46415	0.82
5.227	61236	1.08
5.230	83673	1.48
5.233	112519	1.99
5.237	145179	2.57
5.240	174157	3.08
5.243	191005	3.38
5.247	191521	3.39
5.250	176510	3.13
5.253	148781	2.64
5.257	119570	2.12
5.260	96043	1.70
5.263	78217	1.39
5.267	66784	1.18
5.270	59153	1.05
5.273	53936	0.96
5.277	50097	0.89
5.280	49335	0.87
5.283	49360	0.87
5.287	50025	0.89
5.290	52665	0.93
5.293	55337	0.98
5.297	57965	1.03
5.300	58791	1.04
5.303	58202	1.03
5.307	55306	0.98
5.310	52204	0.92
5.313	48065	0.85
5.317	44260	0.78
5.320	41497	0.74
5.323	40462	0.72
5.327	39903	0.71
5.330	38606	0.68
5.333	37493	0.66
5.337	37018	0.66
5.340	36897	0.65
5.343	36914	0.65
5.347	36582	0.65
5.350	35984	0.64
5.353	35281	0.62
5.357	34509	0.61
5.360	34321	0.61
5.363	34326	0.61
5.367	34162	0.61
5.370	34211	0.61
5.373	34505	0.61
5.377	34370	0.61
5.380	33971	0.60
5.383	33647	0.60
5.387	33572	0.59
5.390	33549	0.59
5.393	34028	0.60
5.397	34999	0.62
5.400	37214	0.66
5.403	40708	0.72
5.407	47052	0.83
5.410	54562	0.97
5.413	62627	1.11
5.417	69592	1.23
5.420	74184	1.31
5.423	75100	1.33
5.427	73863	1.31
5.430	68597	1.22
5.433	60904	1.08
5.437	53379	0.95
5.440	47629	0.84
5.443	43119	0.76
5.447	40289	0.71
5.450	38588	0.68
5.453	36495	0.65
5.457	34507	0.61
5.460	34217	0.61
5.463	34266	0.61
5.467	34729	0.62
5.470	35826	0.63
5.473	36539	0.65
5.477	37023	0.66
5.480	38911	0.69
5.483	39752	0.70
5.487	40327	0.71
5.490	42405	0.75
5.493	44596	0.79
5.497	45977	0.81
5.500	46846	0.83
5.503	48176	0.85
5.507	48893	0.87
5.510	49263	0.87
5.513	49822	0.88
5.517	49824	0.88
5.520	49714	0.88
5.523	49818	0.88
5.527	49810	0.88
5.530	49777	0.88
5.533	50147	0.89
5.537	51459	0.91
5.540	51218	0.91
5.543	50093	0.89
5.547	50018	0.89
5.550	49908	0.88
5.553	49167	0.87
5.557	48144	0.85
5.560	48236	0.85
5.563	49296	0.87
5.567	49919	0.88
5.570	50342	0.89
5.573	50111	0.89
5.577	49958	0.88
5.580	49933	0.88
5.583	49589	0.88
5.587	49639	0.88
5.590	49883	0.88
5.593	49866	0.88
5.597	49454	0.88
5.600	49581	0.88
5.603	49708	0.88
5.607	48865	0.87
5.610	48352	0.86
5.613	48490	0.86
5.617	48528	0.86
5.620	48592	0.86
5.623	49102	0.87
5.627	49621	0.88
5.630	50024	0.89
5.633	51763	0.92
5.637	53683	0.95
5.640	54617	0.97
5.643	56462	1.00
5.647	56776	1.01
5.650	56381	1.00
5.653	54007	0.96
5.657	51634	0.91
5.660	50330	0.89
5.663	49004	0.87
5.667	47810	0.85
5.670	46662	0.83
5.673	44637	0.79
5.677	43413	0.77
5.680	42126	0.75
5.683	40795	0.72
5.687	38981	0.69
5.690	36833	0.65
5.693	33906	0.60
5.697	32355	0.57
5.700	30684	0.54
5.703	29104	0.52
5.707	28165	0.50
5.710	28099	0.50
5.713	28557	0.51
5.717	29367	0.52
5.720	29185	0.52
5.723	29140	0.52
5.727	29881	0.53
5.730	29973	0.53
5.733	29950	0.53
5.737	29648	0.53
5.740	29334	0.52
5.743	29071	0.51
5.747	28715	0.51
5.750	28383	0.50
5.753	28049	0.50
5.757	28057	0.50
5.760	29171	0.52
5.763	30561	0.54
5.767	33648	0.60
5.770	38214	0.68
5.773	43917	0.78
5.777	51017	0.90
5.780	58264	1.03
5.783	63803	1.13
5.787	64155	1.14
5.790	60635	1.07
5.793	54543	0.97
5.797	47967	0.85
5.800	41552	0.74
5.803	36603	0.65
5.807	33319	0.59
5.810	30656	0.54
5.813	29699	0.53
5.817	29376	0.52
5.820	29426	0.52
5.823	29323	0.52
5.827	28890	0.51
5.830	27854	0.49
5.833	27213	0.48
5.837	27066	0.48
5.840	26977	0.48
5.843	26811	0.47
5.847	26723	0.47
5.850	26476	0.47
5.853	26123	0.46
5.857	26149	0.46
5.860	26059	0.46
5.863	25747	0.46
5.867	25765	0.46
5.870	25994	0.46
5.873	26741	0.47
5.877	29391	0.52
5.880	33813	0.60
5.883	40763	0.72
5.887	51136	0.91
5.890	64385	1.14
5.893	77252	1.37
5.897	87978	1.56
5.900	94012	1.67
5.903	93106	1.65
5.907	87394	1.55
5.910	79892	1.42
5.913	71425	1.27
5.917	60424	1.07
5.920	50466	0.89
5.923	42864	0.76
5.927	38410	0.68
5.930	35862	0.64
5.933	35158	0.62
5.937	34822	0.62
5.940	35370	0.63
5.943	38161	0.68
5.947	42718	0.76
5.950	48199	0.85
5.953	54052	0.96
5.957	60331	1.07
5.960	64729	1.15
5.963	64731	1.15
5.967	61275	1.09
5.970	57167	1.01
5.973	50374	0.89
5.977	43170	0.76
5.980	39013	0.69
5.983	36433	0.65
5.987	35024	0.62
5.990	33100	0.59
5.993	31349	0.56
5.997	30006	0.53
6.000	29110	0.52
6.003	29147	0.52
6.007	29191	0.52
6.010	28982	0.51
6.013	28945	0.51
6.017	28986	0.51
6.020	29635	0.52
6.023	31510	0.56
6.027	33867	0.60
6.030	35692	0.63
6.033	36447	0.65
6.037	36506	0.65
6.040	36046	0.64
6.043	35584	0.63
6.047	35504	0.63
6.050	34836	0.62
6.053	33695	0.60
6.057	33272	0.59
6.060	32873	0.58
6.063	31386	0.56
6.067	30754	0.54
6.070	30795	0.55
6.073	30647	0.54
6.077	30565	0.54
6.080	30362	0.54
6.083	29595	0.52
6.087	29121	0.52
6.090	28826	0.51
6.093	28789	0.51
6.097	29103	0.52
6.100	30300	0.54
6.103	32148	0.57
6.107	34047	0.60
6.110	35520	0.63
6.113	36214	0.64
6.117	36171	0.64
6.120	35104	0.62
6.123	33271	0.59
6.127	31888	0.56
6.130	29988	0.53
6.133	27856	0.49
6.137	25843	0.46
6.140	25189	0.45
6.143	25955	0.46
6.147	26137	0.46
6.150	25643	0.45
6.153	25515	0.45
6.157	25055	0.44
6.160	24294	0.43
6.163	24008	0.43
6.167	23947	0.42
6.170	23886	0.42
6.173	24367	0.43
6.177	24425	0.43
6.180	24703	0.44
6.183	24804	0.44
6.187	24670	0.44
6.190	24333	0.43
6.193	24087	0.43
6.197	24144	0.43
6.200	24366	0.43
6.203	24334	0.43
6.207	24257	0.43
6.210	24947	0.44
6.213	26637	0.47
6.217	27007	0.48
6.220	26678	0.47
6.223	26088	0.46
6.227	24893	0.44
6.230	24192	0.43
6.233	23497	0.42
6.237	21881	0.39
6.240	21202	0.38
6.243	20989	0.37
6.247	20996	0.37
6.250	21147	0.37
6.253	20963	0.37
6.257	20903	0.37
6.260	20946	0.37
6.263	20867	0.37
6.267	20866	0.37
6.270	20861	0.37
6.273	20692	0.37
6.277	20679	0.37
6.280	21050	0.37
6.283	22674	0.40
6.287	23494	0.42
6.290	23880	0.42
6.293	24986	0.44
6.297	27413	0.49
6.300	29710	0.53
6.303	31227	0.55
6.307	32079	0.57
6.310	31653	0.56
6.313	31159	0.55
6.317	31346	0.56
6.320	32670	0.58
6.323	36088	0.64
6.327	39788	0.70
6.330	42101	0.75
6.333	44251	0.78
6.337	44743	0.79
6.340	43878	0.78
6.343	41334	0.73
6.347	37438	0.66
6.350	34640	0.61
6.353	33814	0.60
6.357	33799	0.60
6.360	34510	0.61
6.363	36175	0.64
6.367	37224	0.66
6.370	37328	0.66
6.373	36353	0.64
6.377	34479	0.61
6.380	32500	0.58
6.383	30550	0.54
6.387	27546	0.49
6.390	25299	0.45
6.393	24308	0.43
6.397	23552	0.42
6.400	22842	0.40
6.403	22864	0.40
6.407	23385	0.41
6.410	23774	0.42
6.413	24872	0.44
6.417	27298	0.48
6.420	31211	0.55
6.423	36981	0.66
6.427	42677	0.76
6.430	48540	0.86
6.433	52476	0.93
6.437	52557	0.93
6.440	50614	0.90
6.443	46320	0.82
6.447	42382	0.75
6.450	40880	0.72
6.453	41900	0.74
6.457	46159	0.82
6.460	52995	0.94
6.463	62980	1.12
6.467	72055	1.28
6.470	76529	1.36
6.473	75512	1.34
6.477	69702	1.23
6.480	61338	1.09
6.483	52379	0.93
6.487	44117	0.78
6.490	37744	0.67
6.493	33667	0.60
6.497	30066	0.53
6.500	27985	0.50
6.503	27251	0.48
6.507	26801	0.47
6.510	26759	0.47
6.513	26769	0.47
6.517	27068	0.48
6.520	27263	0.48
6.523	27619	0.49
6.527	28001	0.50
6.530	28056	0.50
6.533	27856	0.49
6.537	27722	0.49
6.540	27598	0.49
6.543	27869	0.49
6.547	28214	0.50
6.550	28886	0.51
6.553	29609	0.52
6.557	29444	0.52
6.560	28840	0.51
6.563	28352	0.50
6.567	28206	0.50
6.570	28009	0.50
6.573	28300	0.50
6.577	30747	0.54
6.580	35466	0.63
6.583	42951	0.76
6.587	52318	0.93
6.590	61794	1.09
6.593	69419	1.23
6.597	71812	1.27
6.600	69505	1.23
6.603	63838	1.13
6.607	55132	0.98
6.610	46899	0.83
6.613	40539	0.72
6.617	35426	0.63
6.620	31387	0.56
6.623	29040	0.51
6.627	28007	0.50
6.630	27529	0.49
6.633	27468	0.49
6.637	26919	0.48
6.640	26440	0.47
6.643	26292	0.47
6.647	26298	0.47
6.650	26378	0.47
6.653	26359	0.47
6.657	26375	0.47
6.660	26571	0.47
6.663	26330	0.47
6.667	25695	0.46
6.670	24317	0.43
6.673	23844	0.42
6.677	23885	0.42
6.680	23832	0.42
6.683	23696	0.42
6.687	23575	0.42
6.690	23598	0.42
6.693	23633	0.42
6.697	23824	0.42
6.700	24625	0.44
6.703	25961	0.46
6.707	27062	0.48
6.710	27977	0.50
6.713	28022	0.50
6.717	27347	0.48
6.720	26264	0.47
6.723	24688	0.44
6.727	23982	0.42
6.730	23916	0.42
6.733	23452	0.42
6.737	21119	0.37
6.740	20712	0.37
6.743	20728	0.37
6.747	20600	0.36
6.750	20509	0.36
6.753	20531	0.36
6.757	20532	0.36
6.760	20535	0.36
6.763	21042	0.37
6.767	23706	0.42
6.770	24925	0.44
6.773	27302	0.48
6.777	29733	0.53
6.780	32509	0.58
6.783	34456	0.61
6.787	34361	0.61
6.790	33236	0.59
6.793	32338	0.57
6.797	29929	0.53
6.800	27994	0.50
6.803	26236	0.46
6.807	24701	0.44
6.810	24353	0.43
6.813	24664	0.44
6.817	25281	0.45
6.820	24743	0.44
6.823	24127	0.43
6.827	24065	0.43
6.830	23976	0.42
6.833	23876	0.42
6.837	24024	0.43
6.840	24150	0.43
6.843	24168	0.43
6.847	24450	0.43
6.850	25309	0.45
6.853	26334	0.47
6.857	26896	0.48
6.860	27819	0.49
6.863	28142	0.50
6.867	27722	0.49
6.870	26793	0.47
6.873	25292	0.45
6.877	24651	0.44
6.880	24201	0.43
6.883	24175	0.43
6.887	25373	0.45
6.890	27115	0.48
6.893	28261	0.50
6.897	29853	0.53
6.900	31431	0.56
6.903	32481	0.58
6.907	33037	0.59
6.910	33163	0.59
6.913	33143	0.59
6.917	33177	0.59
6.920	33236	0.59
6.923	33224	0.59
6.927	33239	0.59
6.930	32977	0.58
6.933	32013	0.57
6.937	31353	0.56
6.940	29765	0.53
6.943	28994	0.51
6.947	28552	0.51
6.950	27342	0.48
6.953	26039	0.46
6.957	24471	0.43
6.960	23229	0.41
6.963	22734	0.40
6.967	23098	0.41
6.970	24579	0.44
6.973	27056	0.48
6.977	30513	0.54
6.980	34717	0.61
6.983	39572	0.70
6.987	43230	0.77
6.990	43654	0.77
6.993	43609	0.77
6.997	42665	0.76
7.000	38688	0.69
7.003	33561	0.59
7.007	28918	0.51
7.010	25915	0.46
7.013	24406	0.43
7.017	23345	0.41
7.020	22565	0.40
7.023	22209	0.39
7.027	22022	0.39
7.030	22631	0.40
7.033	24016	0.43
7.037	24411	0.43
7.040	24357	0.43
7.043	24642	0.44
7.047	25727	0.46
7.050	26340	0.47
7.053	27775	0.49
7.057	30933	0.55
7.060	33852	0.60
7.063	34873	0.62
7.067	35368	0.63
7.070	35691	0.63
7.073	35592	0.63
7.077	33940	0.60
7.080	30998	0.55
7.083	28767	0.51
7.087	28185	0.50
7.090	27715	0.49
7.093	26856	0.48
7.097	25932	0.46
7.100	25250	0.45
7.103	24301	0.43
7.107	24134	0.43
7.110	24942	0.44
7.113	27271	0.48
7.117	31360	0.56
7.120	39368	0.70
7.123	50878	0.90
7.127	65730	1.16
7.130	80995	1.43
7.133	92451	1.64
7.137	97093	1.72
7.140	93871	1.66
7.143	84632	1.50
7.147	72278	1.28
7.150	59325	1.05
7.153	48892	0.87
7.157	41522	0.74
7.160	35799	0.63
7.163	32311	0.57
7.167	30297	0.54
7.170	29050	0.51
7.173	28987	0.51
7.177	29054	0.51
7.180	28695	0.51
7.183	27980	0.50
7.187	27634	0.49
7.190	27425	0.49
7.193	26633	0.47
7.197	25061	0.44
7.200	24664	0.44
7.203	24795	0.44
7.207	24924	0.44
7.210	24699	0.44
7.213	24066	0.43
7.217	23925	0.42
7.220	23821	0.42
7.223	23313	0.41
7.227	23112	0.41
7.230	23283	0.41
7.233	23273	0.41
7.237	22707	0.40
7.240	21566	0.38
7.243	21169	0.37
7.247	20914	0.37
7.250	19943	0.35
7.253	19149	0.34
7.257	18965	0.34
7.260	18945	0.34
7.263	19010	0.34
7.267	19014	0.34
7.270	18966	0.34
7.273	19017	0.34
7.277	19061	0.34
7.280	18962	0.34
7.283	18812	0.33
7.287	18780	0.33
7.290	18897	0.33
7.293	18970	0.34
7.297	18877	0.33
7.300	18679	0.33
7.303	18862	0.33
7.307	19140	0.34
7.310	19600	0.35
7.313	20250	0.36
7.317	20320	0.36
7.320	20923	0.37
7.323	22270	0.39
7.327	22618	0.40
7.330	22790	0.40
7.333	22985	0.41
7.337	23134	0.41
7.340	23434	0.42
7.343	23778	0.42
7.347	24378	0.43
7.350	26170	0.46
7.353	28689	0.51
7.357	31032	0.55
7.360	34299	0.61
7.363	37193	0.66
7.367	37731	0.67
7.370	37796	0.67
7.373	37144	0.66
7.377	34214	0.61
7.380	30822	0.55
7.383	28571	0.51
7.387	26311	0.47
7.390	24791	0.44
7.393	24025	0.43
7.397	23165	0.41
7.400	22375	0.40
7.403	21920	0.39
7.407	21785	0.39
7.410	22126	0.39
7.413	22990	0.41
7.417	23784	0.42
7.420	25012	0.44
7.423	26590	0.47
7.427	27800	0.49
7.430	28996	0.51
7.433	30291	0.54
7.437	30653	0.54
7.440	30522	0.54
7.443	28959	0.51
7.447	27465	0.49
7.450	26037	0.46
7.453	24601	0.44
7.457	23493	0.42
7.460	23193	0.41
7.463	23126	0.41
7.467	23117	0.41
7.470	23099	0.41
7.473	23069	0.41
7.477	23168	0.41
7.480	23162	0.41
7.483	22767	0.40
7.487	22069	0.39
7.490	21845	0.39
7.493	22676	0.40
7.497	22719	0.40
7.500	22460	0.40
7.503	22129	0.39
7.507	21911	0.39
7.510	21343	0.38
7.513	20955	0.37
7.517	21272	0.38
7.520	21150	0.37
7.523	20713	0.37
7.527	20615	0.37
7.530	20739	0.37
7.533	20675	0.37
7.537	20517	0.36
7.540	20528	0.36
7.543	20663	0.37
7.547	20517	0.36
7.550	20526	0.36
7.553	20639	0.37
7.557	20499	0.36
7.560	20604	0.36
7.563	21188	0.38
7.567	21991	0.39
7.570	23171	0.41
7.573	25480	0.45
7.577	27404	0.49
7.580	29122	0.52
7.583	29872	0.53
7.587	29840	0.53
7.590	29247	0.52
7.593	27594	0.49
7.597	25548	0.45
7.600	23318	0.41
7.603	22199	0.39
7.607	22191	0.39
7.610	22386	0.40
7.613	22591	0.40
7.617	23547	0.42
7.620	24524	0.43
7.623	25225	0.45
7.627	25652	0.45
7.630	25577	0.45
7.633	24914	0.44
7.637	23558	0.42
7.640	22588	0.40
7.643	21884	0.39
7.647	21459	0.38
7.650	21365	0.38
7.653	21154	0.37
7.657	20696	0.37
7.660	20560	0.36
7.663	20990	0.37
7.667	21454	0.38
7.670	22172	0.39
7.673	22904	0.41
7.677	23562	0.42
7.680	25030	0.44
7.683	25776	0.46
7.687	26836	0.48
7.690	27132	0.48
7.693	27025	0.48
7.697	26900	0.48
7.700	26291	0.47
7.703	25099	0.44
7.707	23179	0.41
7.710	22077	0.39
7.713	21742	0.39
7.717	21735	0.38
7.720	21667	0.38
7.723	21612	0.38
7.727	21638	0.38
7.730	21899	0.39
7.733	21936	0.39
7.737	22036	0.39
7.740	21930	0.39
7.743	21870	0.39
7.747	21916	0.39
7.750	21929	0.39
7.753	22193	0.39
7.757	23624	0.42
7.760	26270	0.47
7.763	29996	0.53
7.767	34307	0.61
7.770	36597	0.65
7.773	37558	0.67
7.777	37504	0.66
7.780	36958	0.65
7.783	35826	0.63
7.787	34773	0.62
7.790	34749	0.62
7.793	35274	0.62
7.797	36795	0.65
7.800	38556	0.68
7.803	38849	0.69
7.807	38080	0.67
7.810	36353	0.64
7.813	34484	0.61
7.817	32094	0.57
7.820	30541	0.54
7.823	29140	0.52
7.827	28395	0.50
7.830	28131	0.50
7.833	27928	0.49
7.837	27345	0.48
7.840	26725	0.47
7.843	26012	0.46
7.847	24924	0.44
7.850	24046	0.43
7.853	23685	0.42
7.857	24548	0.43
7.860	24957	0.44
7.863	24987	0.44
7.867	25219	0.45
7.870	25263	0.45
7.873	26305	0.47
7.877	26866	0.48
7.880	26930	0.48
7.883	27356	0.48
7.887	27090	0.48
7.890	26689	0.47
7.893	26374	0.47
7.897	25725	0.46
7.900	25106	0.44
7.903	24008	0.43
7.907	22878	0.41
7.910	22730	0.40
7.913	22371	0.40
7.917	21542	0.38
7.920	21097	0.37
7.923	20954	0.37
7.927	21464	0.38
7.930	22200	0.39
7.933	22193	0.39
7.937	22610	0.40
7.940	24952	0.44
7.943	26538	0.47
7.947	26695	0.47
7.950	26249	0.46
7.953	25240	0.45
7.957	24627	0.44
7.960	23681	0.42
7.963	22623	0.40
7.967	21967	0.39
7.970	21602	0.38
7.973	21325	0.38
7.977	20956	0.37
7.980	20596	0.36
7.983	20390	0.36
7.987	20174	0.36
7.990	20365	0.36
7.993	20406	0.36
7.997	20175	0.36
8.000	19818	0.35
8.003	20454	0.36
8.007	20732	0.37
8.010	20721	0.37
8.013	20278	0.36
8.017	19796	0.35
8.020	19801	0.35
8.023	20056	0.36
8.027	19955	0.35
8.030	19889	0.35
8.033	19990	0.35
8.037	19976	0.35
8.040	19430	0.34
8.043	19467	0.34
8.047	19525	0.35
8.050	19188	0.34
8.053	19242	0.34
8.057	19981	0.35
8.060	20486	0.36
8.063	20678	0.37
8.067	20428	0.36
8.070	19675	0.35
8.073	19303	0.34
8.077	20237	0.36
8.080	19615	0.35
8.083	18866	0.33
8.087	18503	0.33
8.090	18615	0.33
8.093	18582	0.33
8.097	18506	0.33
8.100	18561	0.33
8.103	18564	0.33
8.107	18757	0.33
8.110	18917	0.34
